title,sinopsis,rating,genre
 The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",5.6,"['Adventure', 'Drama', 'Fantasy']"
 Chronicle,Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.,7.0,"['Drama', 'Sci-Fi', 'Thriller']"
 Singin' in the Rain,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,8.3,"['Comedy', 'Musical', 'Romance']"
 Futurama,"Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.",8.5,"['Animation', 'Adventure', 'Comedy']"
 Eastern Promises,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,7.6,"['Crime', 'Drama', 'Thriller']"
 Modern Times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,8.5,"['Comedy', 'Drama', 'Romance']"
 The Grey,"After their plane crashes in Alaska, six oil workers are led by a skilled huntsman to survival, but a pack of merciless wolves haunts their every step.",6.7,"['Action', 'Adventure', 'Drama']"
 Killers of the Flower Moon,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.",7.6,"['Crime', 'Drama', 'History']"
 Cloudy with a Chance of Meatballs,A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know that things are about to take a turn for the worst.,6.9,"['Animation', 'Adventure', 'Comedy']"
 The Twilight Saga: Eclipse,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",5.1,"['Action', 'Adventure', 'Drama']"
 Ad Astra,"Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.",6.5,"['Adventure', 'Drama', 'Mystery']"
 Hidden Figures,"Three female African-American mathematicians play a pivotal role in astronaut John Glenn's launch into orbit. Meanwhile, they also have to deal with racial and gender discrimination at work.",7.8,"['Biography', 'Drama', 'History']"
 The Handmaid's Tale,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.",8.4,"['Drama', 'Sci-Fi', 'Thriller']"
 The Northman,A young Viking prince is on a quest to avenge his father's murder.,7.0,"['Action', 'Adventure', 'Drama']"
 The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",7.1,"['Drama', 'Horror', 'Mystery']"
 The Reader,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.",7.6,"['Drama', 'Mystery', 'Romance']"
 A Separation,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,8.3,['Drama']
 The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",8.2,"['Biography', 'Drama']"
 The Crown,Follows the political rivalries and romances of Queen Elizabeth II's reign and the events that shaped Britain for the second half of the 20th century.,8.6,"['Biography', 'Drama', 'History']"
 Southpaw,"After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career.",7.3,"['Drama', 'Sport']"
 Dirty Dancing,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",7.1,"['Drama', 'Music', 'Romance']"
 The Great Escape,Allied prisoners of war plan for several hundred of their men to escape from a German camp during World War II.,8.2,"['Adventure', 'Drama', 'Thriller']"
 The Bucket List,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.,7.4,"['Adventure', 'Comedy', 'Drama']"
 True Blood,"Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire.",7.9,"['Drama', 'Fantasy', 'Mystery']"
 Enemy of the State,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.,7.3,"['Action', 'Thriller']"
 Valkyrie,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.",7.1,"['Drama', 'History', 'Thriller']"
 Philadelphia,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small-time lawyer as the only willing advocate for a wrongful dismissal suit.",7.7,['Drama']
 Disturbia,"When a teenager is placed under house arrest, he succumbs to despair and starts spying on his neighbors, hoping to spice up his life. This, however, leads him to witness a serial killer on the loose.",6.8,"['Crime', 'Drama', 'Mystery']"
 Spy,A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer and prevent diabolical global disaster.,7.0,"['Action', 'Comedy']"
 San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",6.1,"['Action', 'Adventure', 'Thriller']"
 Austin Powers: International Man of Mystery,A world-class playboy and part-time secret agent from the 1960s emerges after thirty years in a cryogenic state to battle with his nemesis Dr. Evil.,7.0,"['Adventure', 'Comedy']"
 Life,A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,6.6,"['Horror', 'Sci-Fi', 'Thriller']"
 Spartacus,"The life of Spartacus, the gladiator who led a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",8.5,"['Action', 'Adventure', 'Biography']"
 Hercules,The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,7.3,"['Animation', 'Action', 'Adventure']"
 Star Trek Beyond,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.",7.0,"['Action', 'Adventure', 'Sci-Fi']"
 Paranormal Activity,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.",6.3,"['Horror', 'Mystery']"
 Escape Plan,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",6.7,"['Action', 'Thriller']"
 Fringe,An F.B.I. agent is forced to work with an institutionalized scientist and his son in order to rationalize a brewing storm of unexplained phenomena.,8.4,"['Drama', 'Mystery', 'Sci-Fi']"
 Game Night,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,6.9,"['Action', 'Adventure', 'Comedy']"
 All Quiet on the Western Front,A young German soldier's terrifying experiences and distress on the western front during World War I.,7.8,"['Drama', 'History', 'War']"
 Battleship,A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.,5.8,"['Action', 'Adventure', 'Sci-Fi']"
 Orphan,A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she appears.,7.0,"['Horror', 'Mystery', 'Thriller']"
 The Divergent Series: Insurgent,"Tris Prior must confront her inner demons, and with help from those closest to her, continue the fight against a powerful alliance that threatens to tear her society apart.",6.2,"['Action', 'Adventure', 'Sci-Fi']"
 The Tourist,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.",6.0,"['Action', 'Thriller']"
 It's Always Sunny in Philadelphia,Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,8.8,['Comedy']
 The Fate of the Furious,"When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",6.6,"['Action', 'Crime', 'Thriller']"
 A History of Violence,"A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core.",7.4,"['Action', 'Crime', 'Drama']"
 Euphoria,"Rue Bennett is a drug addict fresh from rehab, who's struggling to stay clean and make sense of her future. Her life changes drastically when she meets Jules Vaughn, a trans girl who recently moved to town following her parents' divorce.",8.3,['Drama']
 The Road,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.",7.2,"['Drama', 'Thriller']"
 Hell or High Water,"Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch.",7.6,"['Crime', 'Drama', 'Thriller']"
 The Twilight Saga: Breaking Dawn - Part 1,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",4.9,"['Adventure', 'Drama', 'Fantasy']"
